"index","word","meaning","pos","rank"
"3794","educativo","educational","adj","3794"
"3795","sopa","soup","nf","3795"
"3796","rival","rival","nc","3796"
"3797","ternura","tenderness","nf","3797"
"3798","variante","variant, difference","nf","3798"
"3799","coser","to sew","v","3799"
"3800","molde","mold, cast, pattern","nm","3800"
"3801","vigente","in force, valid","adj","3801"
"3802","espectro","ghost, specter","nm","3802"
"3803","saludable","healthy, wholesome [also sano]","adj","3803"
"3804","recorte","clipping, cutting, trimming","nm","3804"
"3805","reglamento","regulations, rules","nm","3805"
"3806","apretado","tight, jammed","adj","3806"
"3807","vitalidad","vitality, health","nf","3807"
"3808","cuidadosamente","carefully","adv","3808"
"3809","adaptación","adaptation","nf","3809"
"3810","etiqueta","label, etiquette","nf","3810"
"3811","obviamente","obviously","adv","3811"
"3812","muralla","city wall","nf","3812"
"3813","desaparecido","missing","adj","3813"
"3814","represión","repression","nf","3814"
"3815","reducción","reduction","nf","3815"
"3816","difusión","spread, diffusion","nf","3816"
"3817","pésimo","dreadful, awful","adj","3817"
"3818","encargo","job, order, errand","nm","3818"
"3819","madurar","to mature, ripen","v","3819"
"3820","almorzar","to have lunch","v","3820"
"3821","oeste","West","nm","3821"
"3822","albergar","to lodge, harbor","v","3822"
"3823","complacer","to please, satisfy","v","3823"
"3824","pescador","fisherman","nm/f","3824"
"3825","diagnóstico","diagnosis","nm","3825"
"3826","cuadra","city block, stable","nf","3826"
"3827","remover","to remove, stir","v","3827"
"3828","pecar","to sin","v","3828"
"3829","rienda","rein, restraint","nf","3829"
"3830","crueldad","cruelty, harshness","nf","3830"
"3831","acontecer","to happen, come about","v","3831"
"3832","ansia","anxiety, anguish","nf el","3832"
"3833","cúpula","cupola, dome","nf","3833"
"3834","desbordar","to overflow, spill over","v","3834"
"3835","llama","flame, llama","nf","3835"
"3836","alegar","to plead, argue","v","3836"
"3837","vegetación","vegetation","nf","3837"
"3838","lema","motto, slogan","nm","3838"
"3839","encarar","to front, confront","v","3839"
"3840","bote","small boat","nm","3840"
"3841","solar","solar","adj","3841"
"3842","inevitablemente","inevitably","adv","3842"
"3843","perfume","perfume","nm","3843"
"3844","central","headquarters (nf)","nf","3844"
"3845","egoísta","selfish","adj","3845"
"3846","pertenencia","membership, property","nf","3846"
"3847","exótico","exotic","adj","3847"
"3848","tranquilizar","to calm down","v","3848"
"3849","casita","cottage","nf","3849"
"3850","emigrar","to emigrate","v","3850"
"3851","alianza","alliance","nf","3851"
"3852","físicamente","physically","adv","3852"
"3853","fascinante","fascinating","adj","3853"
"3854","áspero","rough, coarse, harsh","adj","3854"
"3855","desechar","to throw out","v","3855"
"3856","ratón","mouse, rat","nm","3856"
"3857","hazaña","deed, heroic feat","nf","3857"
"3858","dureza","hardness, toughness","nf","3858"
"3859","sábana","bed sheet","nf","3859"
"3860","revisión","checking revision","nf","3860"
"3861","retirada","retreat, withdrawal","nf","3861"
"3862","básicamente","basically","adv","3862"
"3863","aroma","aroma","nm","3863"
"3864","optimismo","optimism","nm","3864"
"3865","mate","mate (beverage)","nm","3865"
"3866","lujoso","luxurious","adj","3866"
"3867","evento","event","nm","3867"
"3868","físico","physicist (nm/f)","nm/f","3868"
"3869","estrenar","to use for the first time, debut","v","3869"
"3870","pasto","grass, pasture","nm","3870"
"3871","hostil","hostile, unfriendly","adj","3871"
"3872","gallo","rooster","nm","3872"
"3873","tropical","tropical","adj","3873"
"3874","rendimiento","yield, output, efficiency","nm","3874"
"3875","lentitud","slowness","nf","3875"
"3876","aula","classroom","nf el","3876"
"3877","incitar","to incite","v","3877"
"3878","franco","open, frank, outspoken","adj","3878"
"3879","inédito","unpublished","adj","3879"
"3880","uniforme","uniform (adj)","adj","3880"
"3881","himno","hymn, anthem","nm","3881"
"3882","sindicato","trade union","nm","3882"
"3883","mariposa","butterfly, wing nut","nf","3883"
"3884","propiciar","to favor, foster, aid","v","3884"
"3885","fidelidad","faithfulness, accuracy","nf","3885"
"3886","retraso","delay","nm","3886"
"3887","desplazamiento","movement, removal","nm","3887"
"3888","cuestionar","to question","v","3888"
"3889","integrante","integral, part of a group","adj","3889"
"3890","lingüístico","linguistic","adj","3890"
"3891","compatriota","fellow countryman","nc","3891"
"3892","mexicano","Mexican","adj","3892"
"3893","fundir","to melt, cast, smelt","v","3893"
"3894","localidad","town, locality","nf","3894"
"3895","reprimir","to repress","v","3895"
"3896","autorizado","authorized","adj","3896"
"3897","leal","loyal, faithful","adj","3897"
"3898","lobo","wolf","nm","3898"
"3899","asamblea","assembly","nf","3899"
"3900","pañuelo","handkerchief, shawl","nm","3900"
"3901","meditar","to meditate, ponder","v","3901"
"3902","temblor","tremor, shudder, shiver","nm","3902"
"3903","gira","tour","nf","3903"
"3904","manto","cloak","nm","3904"
"3905","cubano","Cuban","adj","3905"
"3906","asombro","amazement, astonishment","nm","3906"
"3907","gobernador","governor","nm","3907"
"3908","amplitud","breadth, extent, range","nf","3908"
"3909","carbón","coal, charcoal","nm","3909"
"3910","campamento","camp, camping","nm","3910"
"3911","sangriento","bloody","adj","3911"
"3912","matemático","mathematical","adj","3912"
"3913","portugués","Portuguese","adj","3913"
"3914","intensamente","intensely","adv","3914"
"3915","suavemente","softly","adv","3915"
"3916","excursión","excursion","nf","3916"
"3917","predicar","to preach","v","3917"
"3918","encarnar","to embody","v","3918"
"3919","lamentablemente","regrettably","adv","3919"
"3920","tomate","tomato","nm","3920"
"3921","negociar","to negotiate, deal with","v","3921"
"3922","cinturón","belt","nm","3922"
"3923","estático","static, motionless","adj","3923"
"3924","antaño","in days gone by, last year","adv","3924"
"3925","bulto","bulk, shape","nm","3925"
"3926","adónde","to where?","adv","3926"
"3927","vocabulario","vocabulary","nm","3927"
"3928","especulación","speculation, conjecture","nf","3928"
"3929","manual","manual, handbook (nm)","nm","3929"
"3930","representativo","representative (adj)","adj","3930"
"3931","honrar","to honor","v","3931"
"3932","disparo","shot, discharge","nm","3932"
"3933","desencadenar","to unleash, unchain","v","3933"
"3934","residuo","residue, waste","nm","3934"
"3935","vanidad","vanity, conceit","nf","3935"
"3936","ofender","to offend","v","3936"
"3937","renovación","renewal, renovation","nf","3937"
"3938","enfriar","to cool","v","3938"
"3939","furioso","furious","adj","3939"
"3940","estudioso","studious","adj","3940"
"3941","ilustrar","to illustrate","v","3941"
"3942","ratificar","to ratify","v","3942"
"3943","peste","plague, pestilence, pest","nf","3943"
"3944","expedición","expedition","nf","3944"
"3945","destrozar","to rip/break into pieces","v","3945"
"3946","vasco","Basque","adj","3946"
"3947","simular","to pretend, simulate","v","3947"
"3948","complementario","additional, complementary","adj","3948"
"3949","mecánica","mechanics, mechanism","nf","3949"
"3950","electricidad","electricity","nf","3950"
"3951","insólito","unusual, uncommon","adj","3951"
"3952","temeroso","fearful","adj","3952"
"3953","extraordinariamente","extraordinarily","adv","3953"
"3954","ascensor","elevator","nm","3954"
"3955","bicicleta","bicycle","nf","3955"
"3956","consagrado","dedicated, consecrated","adj","3956"
"3957","aporte","contribution (nm)","nm","3957"
"3958","despierto","awake","adj","3958"
"3959","beca","scholarship, grant","nf","3959"
"3960","consentir","to consent to, pamper","v","3960"
"3961","trigo","wheat","nm","3961"
"3962","paralizar","to paralyze","v","3962"
"3963","disipar","to dispel, dissipate","v","3963"
"3964","incrementar","to increase [also aumentar]","v","3964"
"3965","plataforma","platform, springboard","nf","3965"
"3966","maestra","teacher (f)","nf","3966"
"3967","clínica","clinic","nf","3967"
"3968","heredero","heir, heiress","nm","3968"
"3969","embarazada","pregnant","adj","3969"
"3970","estadio","stadium","nm","3970"
"3971","latinoamericano","Latin American","adj","3971"
"3972","tecnológico","technological","adj","3972"
"3973","desfile","parade, line, formation","nm","3973"
"3974","buque","large ship","nm","3974"
"3975","parentesco","kinship","nm","3975"
"3976","fallo","mistake, blunder, fault","nm","3976"
"3977","rebeldía","rebelliousness, defiance","nf","3977"
"3978","desigual","uneven, unequal","adj","3978"
"3979","corrección","correction, amendment","nf","3979"
"3980","chispa","spark","nf","3980"
"3981","virgen","virgin (nf)","nf","3981"
"3982","reprochar","to reproach","v","3982"
"3983","supervivencia","survival","nf","3983"
"3984","caridad","charity","nf","3984"
"3985","alumbrar","to light, illuminate","v","3985"
"3986","comunión","communion","nf","3986"
"3987","embajador","ambassador","nm/f","3987"
"3988","tercio","third (one-third)","nm","3988"
"3989","iluminación","illumination, lighting","nf","3989"
"3990","censura","censorship, criticism","nf","3990"
"3991","disputa","dispute, argument, quarrel","nf","3991"
"3992","esplendor","splendor","nm","3992"
"3993","inscribir","to register, record [also registrar]","v","3993"
"3994","perjuicio","damage, loss","nm","3994"
"3995","medalla","medal, medallion","nf","3995"
"3996","lealtad","loyalty, faithfulness","nf","3996"
"3997","divorcio","divorce","nm","3997"
"3998","dotar","to endow, bestow","v","3998"
"3999","enfoque","focus, approach","nm","3999"
"4000","civilizado","civilized","adj","4000"
"4001","firmeza","firmness","nf","4001"
"4002","indudable","unquestionable","adj","4002"
"4003","colina","hill, slope","nf","4003"
"4004","parcela","piece of property","nf","4004"
"4005","jaula","cage, crate, playpen","nf","4005"
"4006","ajuste","adjustment, settlement","nm","4006"
"4007","lateral","side, lateral","adj","4007"
"4008","entierro","burial","nm","4008"
"4009","reventar","to burst, puncture","v","4009"
"4010","servidor","servant","nm/f","4010"
"4011","superioridad","superiority","nf","4011"
"4012","turismo","tourism","nm","4012"
"4013","barbaridad","atrocity","nf","4013"
"4014","rollo","roll, coil","nm","4014"
"4015","arbitrario","arbitrary,&nbsp;high-handed","adj","4015"
"4016","triángulo","triangle","nm","4016"
"4017","aislamiento","isolation","nm","4017"
"4018","alivio","relief, unburdening","nm","4018"
"4019","entrenamiento","training","nm","4019"
"4020","truco","trick, ruse","nm","4020"
"4021","respetable","respectable","adj","4021"
"4022","disparate","nonsense, blunder","nm","4022"
"4023","cocinero","cook","nm/f","4023"
"4024","aburrir","to bore, tire","v","4024"
"4025","diminuto","diminutive, tiny, minute","adj","4025"
"4026","celeste","heavenly, sky-blue","adj","4026"
"4027","fotógrafo","photographer","nm/f","4027"
"4028","imposición","imposition","nf","4028"
"4029","diluir","to dilute, weaken","v","4029"
"4030","convincente","convincing (adj)","adj","4030"
"4031","consuelo","comfort, consolation","nm","4031"
"4032","periodístico","journalistic","adj","4032"
"4033","cariñoso","affectionate","adj","4033"
"4034","transmisión","broadcast, transmission","nf","4034"
"4035","titular","to title, call (v)","v","4035"
"4036","sendero","foot path","nm","4036"
"4037","frecuentar","to frequent, visit","v","4037"
"4038","desacuerdo","disagreement","nm","4038"
"4039","academia","academy","nf","4039"
"4040","acertado","correct, accurate","adj","4040"
"4041","catedral","cathedral","nf","4041"
"4042","mediocre","mediocre","adj","4042"
"4043","vanguardia","vanguard, forefront","nf","4043"
"4044","desafiar","to defy, stand up to","v","4044"
"4045","agitado","agitated, irritated","adj","4045"
"4046","precario","precarious","adj","4046"
"4047","sanitario","health, sanitary, clean","adj","4047"
"4048","comprensible","understandable","adj","4048"
"4049","cuidadoso","careful, cautious","adj","4049"
"4050","despojar","to deprive, rob","v","4050"
"4051","embarazo","pregnancy","nm","4051"
"4052","imposibilidad","impossibility","nf","4052"
"4053","irracional","irrational","adj","4053"
"4054","reinar","to reign, prevail","v","4054"
"4055","hundido","buried, sunken","adj","4055"
"4056","reportaje","news report","nm","4056"
"4057","tambor","drum","nm","4057"
"4058","fundación","foundation","nf","4058"
"4059","transparencia","transparency, slide","nf","4059"
"4060","elegancia","elegance, style","nf","4060"
"4061","criminal","criminal (nc)","nc","4061"
"4062","elogio","praise, eulogy, compliment","nm","4062"
"4063","manta","blanket","nf","4063"
"4064","dinámico","dynamic","adj","4064"
"4065","hervir","to boil","v","4065"
"4066","sereno","serene, calm","adj","4066"
"4067","retirado","retired, remote, secluded","adj","4067"
"4068","alerta","alert","nf","4068"
"4069","sinceridad","sincerity","nf","4069"
"4070","cátedra","academic chair","nf","4070"
"4071","refinado","refined","adj","4071"
"4072","repertorio","repertoire, list, index","nm","4072"
"4073","plancha","electric iron, plate, sheet","nf","4073"
"4074","terraza","terrace, balcony","nf","4074"
"4075","gala","gala (performance/dinner)","nf","4075"
"4076","era","era, age","nf","4076"
"4077","arranque","start, outburst, kick-start","nm","4077"
"4078","patada","kick, punt","nf","4078"
"4079","disculpar","to excuse","v","4079"
"4080","lapso","lapse","nm","4080"
"4081","sudor","sweat, perspiration","nm","4081"
"4082","apetito","appetite","nm","4082"
"4083","íntimamente","intimately","adv","4083"
"4084","indicación","indication","nf","4084"
"4085","perdurar","to last, live on, endure","v","4085"
"4086","aliado","ally","nm","4086"
"4087","presidencia","presidency","nf","4087"
"4088","maldito","damned, wretched","adj","4088"
"4089","consejero","advisor, counselor","nm/f","4089"
"4090","inundar","to flood, inundate","v","4090"
"4091","consigna","watchword, motto, slogan","nf","4091"
"4092","cortesía","courtesy","nf","4092"
"4093","inmóvil","immovable, motionless","adj","4093"
"4094","atributo","attribute, quality","nm","4094"
"4095","furia","fury, rage","nf","4095"
"4096","grosero","crude, rude, crass","adj","4096"
"4097","catalán","Catalan","adj","4097"
"4098","estatura","stature, height","nf","4098"
"4099","vejez","old age","nf","4099"
"4100","terremoto","earthquake","nm","4100"
"4101","articular","to articulate","v","4101"
"4102","tira","strip, strap","nf","4102"
"4103","emisor","transmitter, emitter","nm","4103"
"4104","relevante","relevant, significant","adj","4104"
"4105","integridad","integrity","nf","4105"
"4106","autorización","authorization","nf","4106"
"4107","audaz","audacious, bold","adj","4107"
"4108","seminario","seminar, seminary","nm","4108"
"4109","marea","wave, tide, ebb","nf","4109"
"4110","resentimiento","resentment","nm","4110"
"4111","delincuente","delinquent","nc","4111"
"4112","debilitar","to weaken, debilitate","v","4112"
"4113","fingir","to feign, pretend","v","4113"
"4114","igualar","to equate, equalize","v","4114"
"4115","disfrazado","disguised","adj","4115"
"4116","trepar","to climb","v","4116"
"4117","mutuamente","mutually, each other","adv","4117"
"4118","correctamente","correctly","adv","4118"
"4119","ágil","agile","adj","4119"
"4120","atrasado","behind, slow","adj","4120"
"4121","esqueleto","skeleton, framework","nm","4121"
"4122","indignación","indignation","nf","4122"
"4123","agradecido","grateful, thankful","adj","4123"
"4124","adicional","additional","adj","4124"
"4125","escultura","sculpture, carving","nf","4125"
"4126","condicionado","conditioned","adj","4126"
"4127","infinidad","infinity, countless","nf","4127"
"4128","pilar","pillar, column","nm","4128"
"4129","óptimo","optimum","adj","4129"
"4130","súbito","sudden [also repentino]","adj","4130"
"4131","regular","to regulate, adjust (v)","v","4131"
"4132","vosotros","you (subj plural familiar)","pron","4132"
"4133","rematar","to finish off, finish up","v","4133"
"4134","incomprensible","incomprehensible","adj","4134"
"4135","independientemente","independently","adv","4135"
"4136","percepción","perception","nf","4136"
"4137","minoría","minority","nf","4137"
"4138","deterioro","deterioration, damage","nm","4138"
"4139","argumentar","to argue, deduce","v","4139"
"4140","guapo","handsome, beautiful","adj","4140"
"4141","sanción","sanction, approval, penalty","nf","4141"
"4142","poblar","to populate, inhabit","v","4142"
"4143","contradecir","to contradict, be inconsistent","v","4143"
"4144","inmerso","engrossed, immersed","adj","4144"
"4145","manipular","to manipulate, handle","v","4145"
"4146","maleta","suitcase, case","nf","4146"
"4147","faena","task, job, performance","nf","4147"
"4148","regar","to water, irrigate","v","4148"
"4149","evocar","to evoke, recall","v","4149"
"4150","serpiente","snake","nf","4150"
"4151","proveniente","coming from [also procedente","adj)]","4151"
"4152","primordial","fundamental, primary","adj","4152"
"4153","agitación","agitation, excitement","nf","4153"
"4154","prosperar","to prosper, thrive","v","4154"
"4155","ganancia","gain, profit","nf","4155"
"4156","genético","genetic","adj","4156"
"4157","pino","pine tree","nm","4157"
"4158","arrasar","to raze, ravage","v","4158"
"4159","rebajar","to lower, reduce, discount","v","4159"
"4160","entrevistar","to interview","v","4160"
"4161","infeliz","unhappy, unfortunate","adj","4161"
"4162","compacto","compact, dense","adj","4162"
"4163","llanto","crying, weeping","nm","4163"
"4164","ida","departure, first half of a trip","nf","4164"
"4165","criminal","criminal (adj)","adj","4165"
"4166","coherente","coherent, connected","adj","4166"
"4167","falla","flaw, failure","nf","4167"
"4168","contribución","contribution (nf)","nf","4168"
"4169","burla","mockery, joke, trick","nf","4169"
"4170","seguidor","follower, supporter, fan","nm","4170"
"4171","estratégico","strategic","adj","4171"
"4172","perla","pearl","nf","4172"
"4173","ético","ethical","adj","4173"
"4174","integración","integration","nf","4174"
"4175","enterado","aware of","adj","4175"
"4176","siesta","siesta, afternoon nap","nf","4176"
"4177","replicar","to reply","v","4177"
"4178","incipiente","incipient, beginning","adj","4178"
"4179","adornar","to adorn, to decorate","v","4179"
"4180","alternativo","alternating, alternative","adj","4180"
"4181","expresivo","expressive","adj","4181"
"4182","bigote","mustache","nm","4182"
"4183","concurrir","to coincide, concur, meet","v","4183"
"4184","niñez","childhood, infancy","nf","4184"
"4185","leña","firewood","nf","4185"
"4186","atardecer","evening, dusk","nm","4186"
"4187","restaurar","to restore, reinstate","v","4187"
"4188","retrasar","to delay, fall behind","v","4188"
"4189","estatal","state, government-owned","adj","4189"
"4190","interrogante","question, interrogator","nc","4190"
"4191","palpar","to feel, touch, fondle","v","4191"
"4192","perpetuo","continual, perpetual","adj","4192"
"4193","lente","lens, [pl] glasses","nmf","4193"
"4194","compás","rhythm, time, compass","nm","4194"
"4195","estéril","sterile, barren","adj","4195"
"4196","llanura","plain, prairie, plainness","nf","4196"
"4197","collar","collar, necklace","nm","4197"
"4198","veneno","poison, venom","nm","4198"
"4199","mármol","marble","nm","4199"
"4200","biografía","biography","nf","4200"
"4201","latente","latent","adj","4201"
"4202","rebelión","rebellion","nf","4202"
"4203","hígado","liver","nm","4203"
"4205","aparentar","to give the appearance","v","4205"
"4206","holandés","Dutch","adj","4206"
"4207","tablero","board, panel","nm","4207"
"4208","enterrado","buried","adj","4208"
"4209","imitación","imitation","nf","4209"
"4210","adelanto","advance, progress [also avance]","nm","4210"
"4211","celoso","jealous","adj","4211"
"4212","oscurecer","to get dark","v","4212"
"4213","constitucional","constitutional","adj","4213"
"4214","intervalo","interval, gap","nm","4214"
"4215","trago","drink, [a] swallow","nm","4215"
"4216","fracción","fraction","nf","4216"
"4217","convento","convent, monastery","nm","4217"
"4218","arroyo","brook, stream, gutter","nm","4218"
"4219","circular","circular (adj)","adj","4219"
"4220","enlace","link, connection, bond","nm","4220"
"4221","torcer","to twist, bend, distort","v","4221"
"4222","derramar","to shed, pour out","v","4222"
"4223","diccionario","dictionary","nm","4223"
"4224","reflejado","reflected","adj","4224"
"4225","afueras","outskirts, suburbs","nf","4225"
"4226","agravar","to aggravate, worsen","v","4226"
"4227","ceja","eyebrow, brow","nf","4227"
"4228","detallado","detailed, thorough","adj","4228"
"4229","interponer","to interpose, intervene","v","4229"
"4230","topar","to run into, bump into","v","4230"
"4231","constitución","constitution","nf","4231"
"4232","enlazar","to link, connect","v","4232"
"4233","clasificación","classification","nf","4233"
"4234","atrapado","trapped","adj","4234"
"4235","lío","mess, problem, bad situation","nm","4235"
"4236","sede","headquarters, seat","nf","4236"
"4237","colar","to slip in [se]<br />","v","4237"
"4238","altamente","highly","adv","4238"
"4239","litro","liter","nm","4239"
"4240","bandeja","tray","nf","4240"
"4241","aproximación","approximation","nf","4241"
"4242","liviano","light, frivolous","adj","4242"
"4243","entusiasmado","enthused, excited","adj","4243"
"4244","trapo","rag, cloth","nm","4244"
"4245","conocedor","expert, judge, connoisseur","nm","4245"
"4246","encaminar","to head for, guide","v","4246"
"4247","altar","altar","nm","4247"
"4248","acierto","good aim, guess, hit","nm","4248"
"4249","piloto","pilot, driver","nm/f","4249"
"4250","susceptible","susceptible","adj","4250"
"4251","inolvidable","unforgettable","adj","4251"
"4252","invocar","to invoke","v","4252"
"4253","computadora","computer","nf","4253"
"4254","ostentar","to flaunt, show off","v","4254"
"4255","alambre","wire","nm","4255"
"4256","mango","handle, mango","nm","4256"
"4257","configurar","to form, configure ","v","4257"
"4258","rosario","rosary, beads, string","nm","4258"
"4259","reconstrucción","reconstruction","nf","4259"
"4260","parroquia","parish","nf","4260"
"4261","ruidoso","noisy","adj","4261"
"4262","supuestamente","supposedly, allegedly","adv","4262"
"4263","ampliamente","widely","adv","4263"
"4264","gigante","gigantic (adj)","adj","4264"
"4265","prevalecer","to prevail","v","4265"
"4266","comprador","buyer","nm","4266"
"4267","piedad","pity, mercy","nf","4267"
"4268","semanal","weekly","adj","4268"
"4269","clandestino","undercover, clandestine","adj","4269"
"4270","defensivo","defensive","adj","4270"
"4271","manual","manual (adj)","adj","4271"
"4272","engendrar","to engender, beget","v","4272"
"4273","contagiar","to infect, infest","v","4273"
"4274","niebla","fog","nf","4274"
"4275","adonde","to where","adv","4275"
"4276","consagrar","to consecrate, establish","v","4276"
"4277","mixto","mixed, co-ed","adj","4277"
"4278","verbo","verb","nm","4278"
"4279","cadera","hip","nf","4279"
"4280","procesión","procession","nf","4280"
"4281","encuesta","poll, survey, inquiry","nf","4281"
"4282","cría","breeding, raising","nf","4282"
"4283","narración","narration, account","nf","4283"
"4284","ramo","bunch of flowers, branch","nm","4284"
"4285","penal","penal","adj","4285"
"4286","traidor","traitor","nm","4286"
"4287","catálogo","catalog","nm","4287"
"4288","protector","protector, defender","nm","4288"
"4289","amparo","protection, shelter","nm","4289"
"4290","farmacia","pharmacy, drugstore","nf","4290"
"4291","cima","summit, peak, top","nf","4291"
"4292","riñón","kidney","nm","4292"
"4293","pintoresco","picturesque","adj","4293"
"4294","finca","property, estate","nf","4294"
"4295","calificación","evaluation, qualification","nf","4295"
"4296","caudal","volume, abundance, fortune","nm","4296"
"4297","publicitario","advertising","adj","4297"
"4298","trastorno","confusion, trouble, upheaval","nm","4298"
"4299","ceñir","to adhere to, fit tightly, encircle","v","4299"
"4300","jovencito","young person","nm","4300"
"4301","incorporación","inclusion, incorporation","nf","4301"
"4302","corral","corral, yard","nm","4302"
"4303","fatiga","fatigue","nf","4303"
"4304","virgen","virgin (adj)","adj","4304"
"4305","bruja","witch, hag","nf","4305"
"4306","exploración","exploration","nf","4306"
"4307","matrimonial","matrimonial","adj","4307"
"4308","equivalente","equivalent (adj)","adj","4308"
"4309","ilustración","illustration","nf","4309"
"4310","cómplice","accomplice","nc","4310"
"4311","melodía","melody","nf","4311"
"4312","productor","producer","nm","4312"
"4313","deseable","desirable","adj","4313"
"4314","constatar","to prove, verify","v","4314"
"4315","portero","porter, doorkeeper, goalkeeper","nm/f","4315"
"4316","conejo","rabbit","nm","4316"
"4317","pasivo","passive","adj","4317"
"4318","densidad","density, thickness","nf","4318"
"4319","dispersar","to disperse, scatter, spread","v","4319"
"4320","apuesta","wager, bet","nf","4320"
"4321","nacionalidad","nationality","nf","4321"
"4322","llamativo","striking","adj","4322"
"4323","vacilar","to vacillate, hesitate","v","4323"
"4324","mozo","waiter, youth, bellboy","nm","4324"
"4325","capturar","to capture","v","4325"
"4326","cuerno","horn, antler","nm","4326"
"4327","remediar","to heal, cure","v","4327"
"4328","fiar","to vouch for, confide, trust","v","4328"
"4329","desfilar","to march, parade","v","4329"
"4330","talla","size (of clothing), stature","nf","4330"
"4331","justificado","justifiable, justified","adj","4331"
"4332","comisario","commissioner, delegate","nm","4332"
"4333","fotográfico","photographic","adj","4333"
"4334","acercamiento","approach, approximation","nm","4334"
"4335","desordenado","messy, confused","adj","4335"
"4336","gráfico","graphic, explicit","adj","4336"
"4337","reaparecer","to reappear","v","4337"
"4338","revuelto","confused, messed up","adj","4338"
"4339","contorno","outline, perimeter, edge","nm","4339"
"4340","egoísmo","selfishness","nm","4340"
"4341","a bordo","on board","nm","4341"
"4342","compensación","compensation","nf","4342"
"4343","prohibición","prohibition","nf","4343"
"4344","obrar","to work, act","v","4344"
"4345","expreso","express, explicit","adj","4345"
"4346","coronar","to crown, top","v","4346"
"4347","liquidar","to liquidate, sell off","v","4347"
"4348","laberinto","maze, labyrinth","nm","4348"
"4349","erótico","erotic","adj","4349"
"4350","amenazado","threatened","adj","4350"
"4351","inminente","imminent","adj","4351"
"4352","eternidad","eternity","nf","4352"
"4353","repasar","to review, revise","v","4353"
"4354","pastilla","pill, capsule","nf","4354"
"4355","mierda","shit, crap, excrement","nf","4355"
"4356","contienda","contest, dispute","nf","4356"
"4357","imperial","imperial, imperialist","adj","4357"
"4358","inexplicable","unexplainable","adj","4358"
"4359","peruano","Peruvian","adj","4359"
"4360","experimental","experimental","adj","4360"
"4361","chorro","stream, jet, spurt","nm","4361"
"4362","opaco","dull, opaque, heavy","adj","4362"
"4363","clavo","nail, tack, peg","nm","4363"
"4364","sequía","drought","nf","4364"
"4365","dinámica","dynamics","nf","4365"
"4366","ocio","leisure time","nm","4366"
"4367","normalidad","normality","nf","4367"
"4368","intuir","to sense","v","4368"
"4369","resonancia","resonance, repercussion","nf","4369"
"4370","devorar","to devour, consume","v","4370"
"4371","efímero","ephemeral, short-lived","adj","4371"
"4372","chaqueta","jacket","nf","4372"
"4373","aferrar","to grasp, clutch","v","4373"
"4374","invertido","reversed, inverted","adj","4374"
"4375","asco","disgust","nm","4375"
"4376","consolidar","to consolidate","v","4376"
"4377","apresurar","to hurry up","se) ","4377"
"4378","pleito","litigation, suit, dispute","nm","4378"
"4379","latir","to beat (heart)","v","4379"
"4380","sencillez","simplicity","nf","4380"
"4381","transitorio","transitory","adj","4381"
"4382","estupidez","stupidity, stupid thing [also tontería]","nf","4382"
"4383","mojado","wet","adj","4383"
"4384","descalzo","barefoot","adj","4384"
"4385","orientado","positioned, guided","adj","4385"
"4386","senador","senator","nm/f","4386"
"4387","rencor","grudge, spite","nm","4387"
"4388","presidencial","presidential","adj","4388"
"4389","apurarse","to hurry (LAm)","v) [also apresurarse]","4389"
"4390","insultar","to insult, berate","v","4390"
"4391","brasileño","Brazilian","adj","4391"
"4392","sustentar","to maintain, support","v","4392"
"4393","probabilidad","probability","nf","4393"
"4394","minucioso","meticulous, thorough","adj","4394"
"4395","rústico","rustic, rural","adj","4395"
"4396","gobernante","ruler, leader","nc","4396"
"4397","merced","favor, mercy","nf","4397"
"4398","acariciar","to stroke, fondle, caress","v","4398"
"4399","tonelada","ton","nf","4399"
"4400","rebelde","rebel, insurgent (nc)","nc","4400"
"4401","anhelo","longing, yearning","nm","4401"
"4402","princesa","princess","nf","4402"
"4403","decididamente","decidedly, decisively","adv","4403"
"4404","embajada","embassy","nf","4404"
"4405","apagado","turned off","adj","4405"
"4406","bruscamente","quickly, sharply","adv","4406"
"4407","vincular","to connect, link, bind","v","4407"
"4408","amargura","bitterness, sorrow","nf","4408"
"4409","fortalecer","to fortify","v","4409"
"4410","validez","validity","nf","4410"
"4411","tacto","sense of touch, feel","nm","4411"
"4412","codo","elbow","nm","4412"
"4413","vibrar","to vibrate, tremble","v","4413"
"4414","calzar","to wear shoes","v","4414"
"4415","chimenea","chimney, fireplace","nf","4415"
"4416","comunitario","of the community","adj","4416"
"4417","explícito","explicit","adj","4417"
"4418","silvestre","wild","adj","4418"
"4419","evaluar","to evaluate, assess","v","4419"
"4420","emocionar","to move, make/get excited","v","4420"
"4421","editar","to edit, publish, release","v","4421"
"4422","abanico","range, handheld fan","nm","4422"
"4423","fiscal","fiscal, treasury (adj)","adj","4423"
"4424","espacial","spatial, space","adj","4424"
"4425","violentamente","violently","adv","4425"
"4426","medieval","medieval","adj","4426"
"4427","camiseta","T-shirt","nf","4427"
"4428","honrado","honest, respectable","adj","4428"
"4429","veloz","fast, quick","adj","4429"
"4430","corteza","bark, crust, rind, peel","nf","4430"
"4431","sumergir","to submerge, plunge","v","4431"
"4432","cordillera","mountain range","nf","4432"
"4433","monótono","monotonous","adj","4433"
"4434","longitud","length, longitude","nf","4434"
"4435","espantar","to scare, frighten","v","4435"
