"index","word","meaning","furi","pos","e.g.","eng","freq"
"1679","黒板","blackboard","黒板[こくばん]","Noun","答[こた]えを<b> 黒板[こくばん]</b>に 書[か]いてください。","Please write the answer on the blackboard.","12513"
"1680","掲示板","notice board, bulletin board","掲示板[けいじばん]","Noun","<b> 掲示板[けいじばん]</b>のお 知[し]らせを 見[み]ましたか。","Did you see the notice on the bulletin board?","16599"
"1681","からから","thirsty, dry","からから","Adjective","おしゃべりして 喉[のど]が<b>からから</b>になりました。","My throat got dry from chatting.","14439"
"1682","草","grass, weed","草[くさ]","Noun","庭[にわ]に<b> 草[くさ]</b>が 生[は]えている。","Weeds are growing in the garden.","1376"
"1683","葉","leaf","葉[は]","Noun","これは 桜[さくら]の<b> 葉[は]</b>です。","This is a cherry tree leaf.","1248"
"1684","絵葉書","picture postcard","絵葉書[えはがき]","Noun","友達[ともだち]から<b> 絵葉書[えはがき]</b>が 届[とど]きました。","I received a picture postcard from a friend.","25594"
"1685","はがき","postcard","はがき","Noun","家族[かぞく]に<b>はがき</b>を 書[か]いています。","I'm writing a postcard to my family.","32555"
"1686","ふらふら","dizzy, weak","ふらふら","Adverb","私[わたし]は 疲[つか]れて<b>ふらふら</b>です。","I'm tired and feel dizzy.","5805"
"1687","吸う","inhale, suck","吸[す]う","Verb","彼[かれ]は 大[おお]きく 息[いき]を<b> 吸[す]った</b>。","He took a deep breath.","1408"
"1688","普及","spreading, becoming popular","普及[ふきゅう]","Verbal Noun","ゴミのリサイクルが<b> 普及[ふきゅう]</b>している。","Garbage recycling has become widespread.","11966"
"1689","胃","stomach","胃[い]","Noun","昨日[きのう]から<b> 胃[い]</b>が 痛[いた]い。","I've had a stomach ache since yesterday.","4557"
"1690","皿","plate, counter for plates or servings","皿[さら]","Noun","<b> 皿[さら]</b>にケーキを 載[の]せました。","I put the cake on the plate.","2200"
"1691","こぼす","spill (st)","こぼす","Verb","ソファにワインを<b>こぼした</b>。","I spilt wine on the sofa.","4035"
"1692","血","blood","血[ち]","Noun","<b> 血[ち]</b>が 出[で]ていますよ。","You're bleeding.","414"
"1693","内容","contents","内容[ないよう]","Noun","この 本[ほん]の<b> 内容[ないよう]</b>を 説明[せつめい]してください。","Please explain the content of this book.","1288"
"1694","背景","background, scenery, setting","背景[はいけい]","Noun","事件[じけん]の<b> 背景[はいけい]</b>に 何[なに]があったのだろう。","I wonder what was behind the incident.","3784"
"1695","骨","bone, frame","骨[ほね]","Noun","彼[かれ]は 足[あし]の<b> 骨[ほね]</b>を 折[お]りました。","He broke a bone in his foot.","1346"
"1696","ランチ","lunch","ランチ","Noun","一緒[いっしょ]に<b>ランチ</b>に 行[い]きませんか。","Do you want to go to lunch together?","9690"
"1697","滑る","slide, slip, flunk an examination","滑[すべ]る","Verb","彼[かれ]は 雪[ゆき]の 上[うえ]を<b> 滑[すべ]った</b>。","He slipped on the snow.","3524"
"1698","折れる","snap/break, be folded, give in (to)","折[お]れる","Verb","強風[きょうふう]で 木[き]の 枝[えだ]が<b> 折[お]れた</b>。","The tree branch broke in the strong wind.","2194"
"1699","折る","break off, fold, bend","折[お]る","Verb","祖父[そふ]は 足[あし]の 骨[ほね]を<b> 折[お]りました</b>。","My grandfather broke a bone in his foot.","2596"
"1700","健康","healthy","健康[けんこう]","Adjectival Noun","私[わたし]は<b> 健康[けんこう]</b>な 生活[せいかつ]を 送[おく]っています。","I'm living a healthy lifestyle.","2798"
"1701","レシート","receipt","レシート","Noun","<b>レシート</b>を 財布[さいふ]に 入[い]れました。","I put the receipt in my wallet.","37876"
"1702","珍しい","unusual, rare, strange","珍[めずら]しい","Adjective","昨日[きのう]<b> 珍[めずら]しい</b> 果物[くだもの]を 食[た]べました。","I ate some unusual fruit yesterday.","1309"
"1703","撮る","take (a picture), film (a video)","撮[と]る","Verb","写真[しゃしん]をたくさん<b> 撮[と]りました</b>。","I took a lot of photographs.","2607"
"1704","再び","again, a second time (somewhat formal)","再[ふたた]び","Adverb","彼[かれ]は<b> 再[ふたた]び</b>ここに 戻[もど]ってきた。","He came back here once again.","742"
"1705","再来年","the year after next","再来年[さらいねん]","Noun","次[つぎ]のオリンピックは<b> 再来年[さらいねん]</b>です。","The next Olympics are the year after next.","60517"
"1706","チョーク","chalk","チョーク","Noun","<b>チョーク</b>で 黒板[こくばん]に 字[じ]を 書[か]きました。","I wrote letters on the blackboard with chalk.","22554"
"1707","再来月","the month after next","再来月[さらいげつ]","Noun","<b> 再来月[さらいげつ]</b>まで 予約[よやく]で 一杯[いっぱい]です。","They're fully booked until the month after the next.","98300"
"1708","再来週","the week after next","再来週[さらいしゅう]","Noun","<b> 再来週[さらいしゅう]</b>は 忙[いそが]しいです。","I'll be busy the week after next.","74946"
"1709","放送","broadcasting","放送[ほうそう]","Verbal Noun","その 番組[ばんぐみ]は 来週[らいしゅう]<b> 放送[ほうそう]</b>されます。","The program will be broadcast next week.","3870"
"1710","装置","equipment, device","装置[そうち]","Noun","実験[じっけん]にはこの<b> 装置[そうち]</b>を 使[つか]います。","We use this device in our experiments.","2550"
"1711","ティッシュ","tissue","ティッシュ","Noun","<b>ティッシュ</b>を 取[と]ってください。","Please pass me the tissues.","17475"
"1712","仮名","kana, Japanese syllabary","仮名[かな]","Noun","お 名前[なまえ]に<b> 仮名[かな]</b>を 振[ふ]ってください。","Please write the pronunciation of your name in kana.","13946"
"1713","送り仮名","kana suffix","送[おく]り 仮名[がな]","Noun","その<b> 送[おく]り 仮名[がな]</b>は 間違[まちが]っています。","That kana suffix is wrong.","117780"
"1714","鏡","mirror","鏡[かがみ]","Noun","彼女[かのじょ]は<b> 鏡[かがみ]</b>を 見[み]て 髪[かみ]を 直[なお]した。","She looked in the mirror and tidied her hair.","1297"
"1715","悲しむ","feel sad, lament","悲[かな]しむ","Verb","父[ちち]は 友[とも]だちの 死[し]を<b> 悲[かな]しんでいます</b>。","My father is grieving because of his friend's death.","4819"
"1716","ノック","knock","ノック","Verbal Noun","入[はい]る 時[とき]はドアを<b>ノック</b>してください。","Please knock before entering.","3683"
"1717","固い","firm, unchanging, unbreakable","固[かた]い","Adjective","私[わたし]の 上司[じょうし]は 頭[あたま]が<b> 固[かた]い</b>。","My boss is stubborn.","1735"
"1718","美術館","art museum","美術館[びじゅつかん]","Noun","昨日[きのう]、<b> 美術館[びじゅつかん]</b>に 行[い]きました。","I went to the museum yesterday.","11305"
"1719","美人","beautiful woman","美人[びじん]","Noun","彼[かれ]のお 母[かあ]さんは<b> 美人[びじん]</b>です。","His mother's a beautiful woman.","2011"
"1720","美容院","hair salon","美容院[びよういん]","Noun","父[ちち]は<b> 美容院[びよういん]</b>で 髪[かみ]を 切[き]ります。","My father has his hair cut at a hair salon.","17641"
"1721","よろしく","properly, one's regards","よろしく","Adverb","<b>よろしく</b>お 願[ねが]いします。","My best regards.","2414"
"1722","博物館","museum","博物館[はくぶつかん]","Noun","昨日[きのう]、 車[くるま]の<b> 博物館[はくぶつかん]</b>に 行[い]った。","I went to the car museum yesterday.","8524"
"1723","開催","holding (of an event), opening","開催[かいさい]","Verbal Noun","京都[きょうと]で 国際会議[こくさいかいぎ]が<b> 開催[かいさい]</b>された。","An international conference was held in Kyoto.","11636"
"1724","特徴","distinguishing characteristic","特徴[とくちょう]","Noun","この 曲線[きょくせん]がこの 車[くるま]の<b> 特徴[とくちょう]</b>です。","These curves are a unique feature of this car.","2991"
"1725","許す","forgive, permit","許[ゆる]す","Verb","私[わたし]は 彼[かれ]を<b> 許[ゆる]しました</b>。","I forgave him.","745"
"1726","がらがら","empty","がらがら","Adjective","映画館[えいがかん]は<b>がらがら</b>でした。","The movie theater was empty.","20976"
"1727","免許証","license","免許証[めんきょしょう]","Noun","<b> 免許証[めんきょしょう]</b>を 見[み]せてください。","Please show me your license.","24294"
"1728","教師","teacher, instructor","教師[きょうし]","Noun","彼[かれ]は 高校[こうこう]<b> 教師[きょうし]</b>だ。","He's a high school teacher.","2026"
"1729","教授","professor","教授[きょうじゅ]","Noun","彼[かれ]は 化学[かがく]の<b> 教授[きょうじゅ]</b>です。","He's a chemistry professor.","1585"
"1730","伝える","convey, tell (sb) that, let (sb) know","伝[つた]える","Verb","みんなにこのことを<b> 伝[つた]えて</b>ください。","Please tell everyone about this matter.","873"
"1731","ぎらぎら","dazzling, glaring, blinding","ぎらぎら","Adverb","太陽[たいよう]が<b>ぎらぎら</b>している。","The sun is glaring.","12897"
"1732","鳥","bird, poultry","鳥[とり]","Noun","<b> 鳥[とり]</b>が 飛[と]んでいます。","A bird is flying.","1292"
"1733","鳴る","sound, ring, thunder","鳴[な]る","Verb","今朝[けさ]、 5時[ごじ]に 電話[でんわ]が<b> 鳴[な]った</b>。","The telephone rang this morning at five o'clock.","971"
"1734","鳴く","make sound (animal); chirp, meow, etc.","鳴[な]く","Verb","どこかでネコが<b> 鳴[な]いている</b>。","A cat is meowing somewhere.","3841"
"1735","声","voice, sound","声[こえ]","Noun","彼[かれ]は 大[おお]きな<b> 声[こえ]</b>で 話[はな]した。","He spoke loudly.","86"
"1736","そっち","there, that way (causal)","そっち","Noun","<b>そっち</b>が 私[わたし]の 部屋[へや]です。","That's my room over there.","2240"
"1737","卵","egg","卵[たまご]","Noun","ニワトリは<b> 卵[たまご]</b>を 産[う]みます。","Chickens lay eggs.","2940"
"1738","犬","dog","犬[いぬ]","Noun","この<b> 犬[いぬ]</b>はとても 賢[かしこ]い。","This dog is very clever.","672"
"1739","馬","horse","馬[うま]","Noun","彼[かれ]は 牧場[ぼくじょう]で<b> 馬[うま]</b>に 乗[の]った。","He rode a horse at the ranch.","387"
"1740","駐車場","parking area","駐車場[ちゅうしゃじょう]","Noun","車[くるま]は<b> 駐車場[ちゅうしゃじょう]</b>に 止[と]めてください。","Please park the car in the parking lot.","4351"
"1741","ピンポン","table tennis, ping pong","ピンポン","Verbal Noun","昨日[きのう]の 夕方[ゆうがた]、 友達[ともだち]と<b>ピンポン</b>をした。","I played ping-pong with a friend last night.","37293"
"1742","騒ぐ","make a racket, mess around, make a fuss","騒[さわ]ぐ","Verb","電車[でんしゃ]の 中[なか]で<b> 騒[さわ]がないで</b>ください。","Please don't make a racket in the train.","2738"
"1743","刺す","stab, prick, sting","刺[さ]す","Verb","虫[むし]に 腕[うで]を<b> 刺[さ]されました</b>。","I was stung on the arm by an insect.","1981"
"1744","刺身","sashimi, sliced raw meat","刺身[さしみ]","Noun","私[わたし]は<b> 刺身[さしみ]</b>は 食[た]べません。","I don't eat sashimi.","13010"
"1745","激しい","violent, intense","激[はげ]しい","Adjective","<b> 激[はげ]しい</b> 雨[あめ]が 降[ふ]っています。","A very heavy rain is falling.","855"
"1746","ぺこぺこ","very hungry, starving","ぺこぺこ","Adjective","私[わたし]はおなかが<b>ぺこぺこ</b>です。","I'm very hungry.","25484"
"1747","驚く","be surprised, be startled","驚[おどろ]く","Verb","彼[かれ]は 血[ち]を 見[み]て<b> 驚[おどろ]いた</b>。","He was surprised to see blood.","454"
"1748","倒れる","fall down, succumb (to)","倒[たお]れる","Verb","強風[きょうふう]で 木[き]が<b> 倒[たお]れた</b>。","The tree fell in the gale.","786"
"1749","倒す","knock down, overthrow, defeat","倒[たお]す","Verb","そのスキーヤーはポールを<b> 倒[たお]した</b>。","The skier knocked the pole down.","2071"
"1750","傾向","tendency, inclination","傾向[けいこう]","Noun","最近[さいきん]の 若者[わかもの]は 難[むずか]しい 本[ほん]を 読[よ]まない<b> 傾向[けいこう]</b>がある。","Young people these days tend not to read difficult books.","4110"
"1751","ぺらぺら","fluently","ぺらぺら","Adjectival Noun","彼女[かのじょ]はドイツ 語[ご]が<b>ぺらぺら</b>です。","She speaks German fluently.","26860"
"1752","柔道","judo","柔道[じゅうどう]","Noun","私[わたし]は<b> 柔道[じゅうどう]</b>を 習[なら]っています。","I'm learning judo.","11464"
"1753","柔らかい","soft","柔[やわ]らかい","Adjective","布団[ふとん]がとても<b> 柔[やわ]らかい</b>。","The futon is very soft.","3790"
"1754","柔らか","soft, tender, gentle","柔[やわ]らか","Adjectival Noun","彼[かれ]の 声[こえ]は<b> 柔[やわ]らか</b>だ。","His voice is gentle.","7625"
"1755","主張","argument, case, one's point","主張[しゅちょう]","Verbal Noun","上司[じょうし]は 私[わたし]の<b> 主張[しゅちょう]</b>を 受[う]け 入[い]れた。","My boss accepted my argument.","1887"
"1756","レインコート","raincoat","レインコート","Noun","雨[あめ]なので<b>レインコート</b>を 着[き]ました。","I put on my raincoat because it was raining.","16883"
"1757","引っ張る","pull, drag","引[ひ]っ 張[ぱ]る","Verb","娘[むすめ]が 私[わたし]の 手[て]を<b> 引[ひ]っ 張[ぱ]った</b>。","My daughter tugged on my hand.","3023"
"1758","突き当たる","come to the end of (street), run into (st)","突[つ]き 当[あ]たる","Verb","<b> 突[つ]き 当[あ]たったら</b> 右[みぎ]に 曲[ま]がってください。","Please turn right when the street ends.","27996"
"1759","突き当たり","end of a street","突[つ]き 当[あ]たり","Noun","この 先[さき]は<b> 突[つ]き 当[あ]たり</b>です。","There's a T-intersection ahead.","15681"
"1760","壁","wall, partition","壁[かべ]","Noun","<b> 壁[かべ]</b>に 絵[え]が 掛[か]かっている。","There's a painting on the wall.","467"
"1761","アイス","popsicle, ice lolly","アイス","Noun","暑[あつ]いので<b>アイス</b>を 食[た]べました。","I ate ice cream because it was hot.","17692"
"1762","弾く","play (a stringed instrument)","弾[ひ]く","Verb","彼[かれ]はギターを<b> 弾[ひ]きます</b>。","He plays the guitar.","2702"
"1763","丸い","round","丸[まる]い","Adjective","地球[ちきゅう]は<b> 丸[まる]い</b>。","The earth is round.","1958"
"1764","丸","circle, wholeness","丸[まる]","Noun","紙[かみ]に 大[おお]きな<b> 丸[まる]</b>を 書[か]きました。","I drew a big circle on the paper.","1426"
"1765","攻撃","attack, criticism","攻撃[こうげき]","Verbal Noun","2003年[にせんさんねん]にアメリカはイラクを<b> 攻撃[こうげき]</b>した。","The United States attacked Iraq in 2003.","1018"
"1766","いつごろ","about when, about what time","いつごろ","Noun","<b>いつごろ</b> 夏休[なつやす]みを 取[と]りますか。","About when are you going on summer vacation?",""
"1767","絶対に","absolutely, unconditionally","絶対[ぜったい]に","Adverb","<b> 絶対[ぜったい]に</b> 駄目[だめ]です。","Absolutely not.","10851"
"1768","消防車","fire truck","消防車[しょうぼうしゃ]","Noun","<b> 消防車[しょうぼうしゃ]</b>が 4台[よんだい]も 来[き]た。","Four fire engines came.","26827"
"1769","嫌","dislike, have a dislike for","嫌[いや]","Adjectival Noun","私[わたし]は 待[ま]つのが<b> 嫌[いや]</b>だ。","I hate waiting.","1215"
"1770","大嫌い","hate","大嫌[だいきら]い","Adjectival Noun","私[わたし]はテストが<b> 大嫌[だいきら]い</b>。","I hate tests.","10474"
"1771","ウィスキー","whisky","ウィスキー","Noun","この<b>ウィスキー</b>は 強[つよ]いよ。","This whisky is strong.","9567"
"1772","大抵","generally, mostly","大抵[たいてい]","Adverb","朝食[ちょうしょく]は<b> 大抵[たいてい]</b> 7時頃[しちじごろ]に 食[た]べます。","I usually eat breakfast around seven o'clock.","6667"
"1773","大勢","many (people), a crowd","大勢[おおぜい]","Noun","<b> 大勢[おおぜい]</b>で 食事[しょくじ]に 出[で]かけました。","We went out to eat in a large group.","2109"
"1774","姿","figure, appearance","姿[すがた]","Noun","遠[とお]くに 彼女[かのじょ]の<b> 姿[すがた]</b>が 見[み]えた。","I saw her figure from a long way away.","170"
"1775","姿勢","posture, attitude","姿勢[しせい]","Noun","あの 子[こ]はいつも<b> 姿勢[しせい]</b>が 悪[わる]い。","That kid always has bad posture.","1754"
"1776","エアメール","airmail","エアメール","Noun","彼[かれ]に<b>エアメール</b>を 送[おく]りました。","I sent him a letter by airmail.","90120"
"1777","恐ろしい","terrible, frightening","恐[おそ]ろしい","Adjective","昨夜[ゆうべ]<b> 恐[おそ]ろしい</b> 夢[ゆめ]を 見[み]た。","I had a terrible dream last night.","845"
"1778","怖い","scary","怖[こわ]い","Adjective","私[わたし]は 犬[いぬ]が<b> 怖[こわ]い</b>です。","I'm scared of dogs.","995"
"1779","糸","thread, yarn","糸[いと]","Noun","母[はは]は<b> 糸[いと]</b>を 針[はり]に 通[とお]した。","My mother threaded the needle.","1867"
"1780","孫","grandchild","孫[まご]","Noun","昨日[きのう]、<b> 孫[まご]</b>が 生[う]まれました。","My grandchild was born yesterday.","1741"
"1781","シャープペンシル","mechanical pencil","シャープペンシル","Noun","私[わたし]の<b>シャープペンシル</b>がありません。","My mechanical pencil is missing.","59483"
"1782","木綿","cotton","木綿[もめん]","Noun","彼女[かのじょ]は<b> 木綿[もめん]</b>のシャツを 着[き]ています。","She's wearing a cotton shirt.","11397"
"1783","偉い","great, famous, eminent","偉[えら]い","Adjective","彼[かれ]は<b> 偉[えら]い</b> 学者[がくしゃ]です。","He's a great scholar.","3907"
"1784","爪","nail, claw","爪[つめ]","Noun","<b> 爪[つめ]</b>が 伸[の]びています。","My nails have grown.","2623"
"1785","机","desk","机[つくえ]","Noun","新[あたら]しい<b> 机[つくえ]</b>を 買[か]ってもらいました。","They bought me a new desk.","1107"
"1786","セロテープ","Scotch tape","セロテープ","Noun","<b>セロテープ</b>はありますか。","Do you have any scotch tape?","56799"
"1787","棚","shelf, rack","棚[たな]","Noun","大[おお]きな<b> 棚[たな]</b>はとても 便利[べんり]です。","A large set of shelves is very useful.","2825"
"1788","本棚","bookshelf","本棚[ほんだな]","Noun","これはとても 大[おお]きな<b> 本棚[ほんだな]</b>ですね。","This is a very big bookcase.","8683"
"1789","方針","course, policy","方針[ほうしん]","Noun","今後[こんご]の<b> 方針[ほうしん]</b>が 決[き]まった。","We've decided our future policy.","4255"
"1790","釣る","to fish, to catch (a fish)","釣[つ]る","Verb","昨日大[きのう おお]きな 魚[さかな]を<b> 釣[つ]りました</b>。","I caught a big fish yesterday.","8289"
"1791","やけど","burn","やけど","Verbal Noun","彼[かれ]は 手[て]に<b>やけど</b>をしました。","He burned his hand.","23826"
"1792","お釣り","change","お 釣[つ]り","Noun","母[はは]は<b>お 釣[つ]り</b>を 確[たし]かめた。","My mother checked the change.","35598"
"1793","鍵","key, lock","鍵[かぎ]","Noun","出[で]かける 時[とき]は<b> 鍵[かぎ]</b>を 掛[か]けてください。","Please lock the door when you go out.","1047"
"1794","鍋","pan, pot","鍋[なべ]","Noun","<b> 鍋[なべ]</b>にスープが 入[はい]っているよ。","There's some soup in the pan.","3443"
"1795","寿司","sushi","寿司[すし]","Noun","彼女[かのじょ]は<b> 寿司[すし]</b>を 初[はじ]めて 食[た]べました。","She ate sushi for the first time.","14073"
"1796","アイスコーヒー","iced coffee","アイスコーヒー","Noun","<b>アイスコーヒー</b>をください。","I'll have an iced coffee please.","31355"
"1797","泥棒","thief, crook","泥棒[どろぼう]","Verbal Noun","近所[きんじょ]に<b> 泥棒[どろぼう]</b>が 入[はい]った。","There was a burglary in the neighborhood.","3315"
"1798","湯","hot water, hot bath, bathhouse","湯[ゆ]","Noun","お 風呂[ふろ]のお<b> 湯[ゆ]</b>が 一杯[いっぱい]です。","The bath is filled with hot water.","2343"
"1799","沸く","boil, be excited","沸[わ]く","Verb","お 風呂[ふろ]が<b> 沸[わ]きました</b>。","The bath is ready.","12094"
"1800","沸かす","boil, excite","沸[わ]かす","Verb","お 湯[ゆ]を<b> 沸[わ]かして</b>ください。","Please boil the water.","16883"
"1801","あっち","other side, over there (informal)","あっち","Noun","郵便局[ゆうびんきょく]は<b>あっち</b>です。","The post office is that way.","2937"
"1802","洗濯機","washing machine","洗濯機[せんたくき]","Noun","新[あたら]しい<b> 洗濯機[せんたっき]</b>を 買[か]いました。","I bought a new washing machine.","20445"
"1803","洗濯","laundering, washing","洗濯[せんたく]","Verbal Noun","一週間[いっしゅうかん]、<b> 洗濯[せんたく]</b>をしていない。","I haven't done the laundry for a week.","6333"
"1804","濡れる","get wet","濡[ぬ]れる","Verb","雨[あめ]で<b> 濡[ぬ]れてしまった</b>。","I got wet in the rain.","2015"
"1805","喫茶店","coffee shop, tea house, café","喫茶店[きっさてん]","Noun","<b> 喫茶店[きっさてん]</b>でコーヒーを 飲[の]んだ。","I drank coffee in the café","3169"
"1806","あんなに","like that","あんなに","Adverb","<b>あんなに</b>いい 人[ひと]はいません。","There could never be such a good person.","2252"
"1807","怠ける","be lazy (が), neglect (st) (を)","怠[なま]ける","Verb","<b> 怠[なま]けていないで</b>、 手伝[てつだ]って。","Stop slacking and help me!","20056"
"1808","一生懸命","as hard as one can, with all one's might","一生懸命[いっしょうけんめい]","Adverb","彼[かれ]は 毎日[まいにち]<b> 一生懸命[いっしょうけんめい]</b> 働[はたら]いている。","He works hard every day.","4296"
"1809","休憩","<div>break (from work, study, etc.)</div>","休憩[きゅうけい]","Verbal Noun","少[すこ]し<b> 休憩[きゅうけい]</b>しましょう。","Let's take a break.","8667"
"1810","天井","ceiling","天井[てんじょう]","Noun","この 部屋[へや]は<b> 天井[てんじょう]</b>が 高[たか]いですね。","This room has a high ceiling.","1367"
"1811","いたずら","mischief, prank","いたずら","Verbal Noun","その 子[こ]は<b>いたずら</b>が 大好[だいす]きだ。","That kid loves playing tricks.","4483"
"1812","納豆","natto (fermented soybeans)","納豆[なっとう]","Noun","私[わたし]は<b> 納豆[なっとう]</b>をよく 食[た]べます。","I often eat natto.","19439"
"1813","化粧","makeup, put on makeup","化粧[けしょう]","Verbal Noun","彼女[かのじょ]は<b> 化粧[けしょう]</b>が 上手[うま]い。","She's very good with makeup.","3546"
"1814","畑","field, farm, garden","畑[はたけ]","Noun","母[はは]は<b> 畑[はたけ]</b> 仕事[しごと]が 好[す]きだ。","My mother likes working in the field.","2427"
"1815","炊く","cook (by boiling)","炊[た]く","Verb","母[はは]は 毎朝[まいあさ]ご 飯[はん]を<b> 炊[た]く</b>。","My mother cooks rice every morning.","14367"
"1816","ウェートレス","waitress","ウェートレス","Noun","<b>ウェートレス</b>を 呼[よ]んだ。","I called the waitress.","103602"
"1817","自炊","cooking for oneself","自炊[じすい]","Verbal Noun","私[わたし]は 毎日[まいにち]、<b> 自炊[じすい]</b>している。","I cook for myself every day.","35407"
"1818","灰皿","ashtray","灰皿[はいざら]","Noun","<b> 灰皿[はいざら]</b>をください。","Please give me an ashtray.","7006"
"1819","灰","ashes","灰[はい]","Noun","火事[かじ]ですべて<b> 灰[はい]</b>になった。","Everything turned to ashes in the fire.","3775"
"1820","灰色","ash color, gray","灰色[はいいろ]","Noun","今日[きょう]の 空[そら]は<b> 灰色[はいいろ]</b>だ。","The sky's gray today.","2116"
"1821","おばさん","aunt","おばさん","Noun","<b>おばさん</b> 一家[いっか]が 遊[あそ]びに 来[き]ました。","My aunt and her family came to visit.","2258"
"1822","西暦","CE, AD (year)","西暦[せいれき]","Noun","<b> 西暦[せいれき]</b> 1964 年[ねん]に 東京[とうきょう]でオリンピックがあった。","The Tokyo Olympics were held in 1964.","20916"
"1823","毛","hair, wool","毛[け]","Noun","猫[ねこ]の<b> 毛[け]</b>がセーターに 付[つ]いた。","I got cat hair on my sweater.","2197"
"1824","髪","hair, hairstyle","髪[かみ]","Noun","昨日[きのう]、<b> 髪[かみ]</b>を 切[き]りました。","I had my hair cut yesterday.","560"
"1825","舌","tongue","舌[した]","Noun","<b> 舌[した]</b>を 出[だ]してください。","Stick out your tongue.","1412"
"1826","くし","comb","くし","Noun","彼[かれ]は<b>くし</b>で 髪[かみ]をとかした。","He combed his hair.","9755"
"1827","臭い","ill-smelling, stinking","臭[くさ]い","Adjective","納豆[なっとう]は<b> 臭[くさ]い</b>。","Natto stinks.","2095"
"1828","匂い","smell, odor","匂[にお]い","Noun","いい<b> 匂[にお]い</b>がする。","It smells good.","1101"
"1829","居る","be present","居[い]る","Verb","今日[きょう]は 一日中家[いちにちじゅう うち]に<b>いました</b>。","I was at home all day today.","561"
"1830","履く","put on (footwear, lower body clothing)","履[は]く","Verb","彼女[かのじょ]はブーツを<b> 履[は]いています</b>。","She's wearing boots.","5687"
"1831","クリーニング","cleaning, laundry","クリーニング","Verbal Noun","スーツを<b>クリーニング</b>に 出[だ]しました。","I sent the suit to the cleaners.","29580"
"1832","戸","door (esp. Japanese style), shutter","戸[と]","Noun","部屋[へや]の<b> 戸[と]</b>が 開[あ]いています。","The room's door is open.","1452"
"1833","扇風機","electric fan","扇風機[せんぷうき]","Noun","暑[あつ]いから<b> 扇風機[せんぷうき]</b>をつけよう。","It's hot, so let's turn on the fan.","26163"
"1834","豚","pig, pork","豚[ぶた]","Noun","<b> 豚[ぶた]</b>はすごく 鼻[はな]が 良[い]い。","Pigs have a very good sense of smell.","4629"
"1835","豚肉","pork, hog meat","豚肉[ぶたにく]","Noun","<b> 豚肉[ぶたにく]</b>は 美味[おい]しいです。","Pork is delicious.","22292"
"1836","ごちそう","feast, treat","ごちそう","Noun","テーブルの 上[うえ]に<b>ごちそう</b>が 並[なら]んでいる。","There are some delicious treats lined up on the table.","10179"
"1837","鶏","chicken, hen","鶏[にわとり]","Noun","その<b> 鶏[にわとり]</b>は 毎朝鳴[まいあさ な]きます。","The rooster crows every morning.","5293"
"1838","腕時計","wrist watch","腕時計[うでどけい]","Noun","私[わたし]の<b> 腕時計[うでどけい]</b>は 遅[おく]れている。","My watch is slow.","4434"
"1839","お菓子","sweets, snacks","お 菓子[かし]","Noun","みんなに<b>お 菓子[かし]</b>をあげましょう。","Let's give everyone some sweets.","8055"
"1840","お辞儀","bow, bowing","お 辞儀[じぎ]","Verbal Noun","皆[みんな]、 社長[しゃちょう]に<b>お 辞儀[じぎ]</b>をした。","Everyone bowed to the company president.","6324"
"1841","ごちそうする","treat","ごちそうする","Verb","今日[きょう]の 夕食[ゆうしょく]は 私[わたし]が<b>ごちそうします</b>。","I'll treat you to dinner tonight.",""
"1842","寝坊","oversleeping,&nbsp;late riser","寝坊[ねぼう]","Verbal Noun","今朝[けさ]は<b> 寝坊[ねぼう]</b>しました。","I slept in this morning.","24565"
"1843","旗","flag, banner","旗[はた]","Noun","<b> 旗[はた]</b>が 風[かぜ]に 揺[ゆ]れている。","The flag is waving in the wind.","2915"
"1844","鉛筆","pencil","鉛筆[えんぴつ]","Noun","<b> 鉛筆[えんぴつ]</b>を 貸[か]して 下[くだ]さい。","Please lend me a pencil.","6948"
"1845","万年筆","fountain pen","万年筆[まんねんひつ]","Noun","父[ちち]に<b> 万年筆[まんねんひつ]</b>をプレゼントしました。","I gave my father a fountain pen.","14100"
"1846","こぼれる","(st) spills, overflows","こぼれる","Verb","彼女[かのじょ]の 目[め]から 涙[なみだ]が<b>こぼれた</b>。","Tears rolled down from her eyes.","4279"
"1847","箱","box, case","箱[はこ]","Noun","この<b> 箱[はこ]</b>は 重[おも]い。","This box is heavy.","1162"
"1848","本箱","bookcase","本箱[ほんばこ]","Noun","雑誌[ざっし]を<b> 本箱[ほんばこ]</b>に 入[い]れました。","I put the magazine in the bookcase.","31509"
"1849","手袋","gloves","手袋[てぶくろ]","Noun","寒[さむ]いので<b> 手袋[てぶくろ]</b>をしました。","I wore gloves because it was cold.","4866"
"1850","袋","bag, sack","袋[ふくろ]","Noun","<b> 袋[ふくろ]</b>はいりません。","I don't need a bag.","1832"
"1851","こんなに","as this, so, such","こんなに","Adverb","<b>こんなに</b> 面白[おもしろ]い 本[ほん]は 初[はじ]めて 読[よ]んだ。","I've never read such an interesting book before.","1240"
"1852","財布","purse, wallet","財布[さいふ]","Noun","会社[かいしゃ]に<b> 財布[さいふ]</b>を 忘[わす]れた。","I left my wallet at the office.","3757"
"1853","毛布","blanket","毛布[もうふ]","Noun","この<b> 毛布[もうふ]</b>は 暖[あたた]かい。","This blanket is warm.","3860"
