"index","word","kroman","meaning","kanja"
"4888","때우다","ddae-u-da","to fill, patch up;<div>to solder</div>",""
"4889","들통이 나다","deur-tong-i na-da","to be detected, be revealed",""
"4890","매너","mae-neo","manners",""
"4891","회상하다","hoe-sang-ha-da","to recall, recollect","回想"
"4892","흥미진진하다","heung-mi-jin-jin-ha-da","to be exciting, absorbing","興味津津"
"4893","실화","sir-hwa","true story, real life story","實話"
"4894","위축되다","wi-cug-doe-da","to be daunted, intimidated","萎縮"
"4895","좌절하다","jwa-jeor-ha-da","to be frustrated, discouraged","挫折"
"4896","위인","wi-in","great man;<div>nature, disposition</div>","偉人,&nbsp;爲人"
"4897","빗나가다","bis-na-ga-da","to turn away, miss",""
"4898","흐뭇하다","heu-mus-ha-da","to be pleased, satisfied, delighted",""
"4899","새까맣다","sae-gga-mah-da","to be deep black",""
"4900","강연하다","gang-yeon-ha-da","give a lecture","講演"
"4901","뭉클하다","mung-keur-ha-da","to be touching",""
"4902","벼락","byeo-rag","lightning",""
"4903","유망하다","yu-mang-ha-da","to be promising","有望"
"4904","불길하다","bur-gir-ha-da","to be unlucky, ominous","不吉"
"4905","출출하다","cur-cur-ha-da","to be slightly hungry",""
"4906","집사람","jib-sa-ram","wife",""
"4907","악역","ag-yeog","villain","惡役"
"4908","동남아","dong-nam-a","Southeast Asia","東南亞"
"4909","속성","sog-seong","attribute;<div>quick</div>","屬性,&nbsp;速成"
"4910","전송하다","jeon-song-ha-da","to send, transmit","電送"
"4911","공예","gong-ye","craft","工藝"
"4912","유감","yu-gam","regret","遺憾"
"4913","불꽃놀이","bur-ggoc-nor-i","fireworks",""
"4914","압도적으로","ab-do-jeog-eu-ro","overwhelmingly","壓倒的"
"4915","표명하다","pyo-myeong-ha-da","to express, state","表明"
"4916","선비","seon-bi","classical scholar",""
"4917","궁궐","gung-gweor","royal palace","宮闕"
"4918","기저귀","gi-jeo-gwi","diaper",""
"4919","성묘하다","seong-myo-ha-da","to visit one's ancestral graves","省墓"
"4920","양해","yang-hae","understanding, consent","諒解"
"4921","새콤하다","sae-kom-ha-da","to be sour, acidic",""
"4922","착용하다","cag-yong-ha-da","to wear","着用"
"4923","출간하다","cur-gan-ha-da","to publish","出刊"
"4924","일과","ir-gwa","daily tasks","日課"
"4925","대견하다","dae-gyeon-ha-da","to be proud",""
"4926","등교하다","deung-gyo-ha-da","to go to school","登校"
"4927","양손","yang-son","both hands","兩-"
"4928","수다스럽다","su-da-seu-reob-da","to be talkative",""
"4929","육아","yug-a","childcare, care of infants","育兒"
"4930","울타리","ur-ta-ri","fence",""
"4931","끈끈하다","ggeun-ggeun-ha-da","to be sticky",""
"4932","소인","so-in","child;<div>postmark</div>","小人,&nbsp;消印"
"4933","발레","bar-re","ballet",""
"4934","불쑥","bur-ssug","unexpectedly, abruptly",""
"4935","오만하다","o-man-ha-da","to be arrogant","傲慢"
"4936","차단하다","ca-dan-ha-da","to block, shut off","遮斷"
"4937","샘물","saem-mur","spring water",""
"4938","뒤집히다","dwi-jib-hi-da","to be turned over, be reversed",""
"4939","묘하다","myo-ha-da","to be strange, weird","妙"
"4940","논술하다","non-sur-ha-da","to state, discuss","論述"
"4941","가시","ga-si","thorn",""
"4942","환기","hwan-gi","ventilation","換氣"
"4943","탐험하다","tam-heom-ha-da","to explore","探險"
"4944","낙타","nag-ta","camel","駱駝"
"4945","건방지다","geon-bang-ji-da","to be impertinent, arrogant",""
"4946","저물다","jeo-mur-da","to get dark",""
"4947","보일러","bo-ir-reo","boiler",""
"4948","꼭꼭","ggog-ggog","thoroughly, firmly",""
"4949","보약","bo-yag","tonic, restorative herbal medicine","補藥"
"4950","보배","bo-bae","treasure",""
"4951","공룡","gong-ryong","dinosaur","恐龍"
"4952","넘나들다","neom-na-deur-da","to come and go often",""
"4953","기특하다","gi-teug-ha-da","to be admirable, commendable","奇特"
"4954","드러눕다","deu-reo-nub-da","to lie down, sprawl",""
"4955","질기다","jir-gi-da","to be tough, durable, persistent, tenacious",""
"4956","감기다","gam-gi-da","to be rolled, wound around;<div>to shut one's eyes;</div><div>to wash one's hair</div>",""
"4957","고립","go-rib","isolation","孤立"
"4958","덤비다","deom-bi-da","to come at, attack",""
"4959","소형차","so-hyeong-ca","compact car","小型車"
"4960","징그럽다","jing-geu-reob-da","to be gross, nasty, creepy",""
"4961","향기롭다","hyang-gi-rob-da","to be fragrant, aromatic","香氣"
"4962","대추","dae-cu","jujube",""
"4963","선발하다","seon-bar-ha-da","to select, pick out","選拔"
"4964","우르르","u-reu-reu","all together, all over",""
"4965","흥","heung","fun, joy","興"
"4966","구슬","gu-seur","bead, marble",""
"4967","연약하다","yeon-yag-ha-da","to be weak, delicate, frail","軟弱"
"4968","자금","ja-geum","money, capital","資金"
"4969","낙서하다","nag-seo-ha-da","to scribble, doodle","落書"
"4970","효녀","hyo-nyeo","devoted daughter","孝女"
"4971","누렇다","nu-reoh-da","to be yellow",""
"4972","귓속말","gwis-sog-mar","whisper",""
"4973","초가집","co-ga-jib","thatched-roof house","草家-"
"4974","기와집","gi-wa-jib","tile-roofed house",""
"4975","재수하다","jae-su-ha-da","to cram to repeat a college entrance exam","再修"
"4976","성금","seong-geum","donation, contribution","誠金"
"4977","불우하다","bur-u-ha-da","to be underprivileged, disadvantaged","不遇"
"4978","굶주리다","gurm-ju-ri-da","to starve, go hungry",""
"4979","달라붙다","dar-ra-but-da","to stick, cling to",""
"4980","시행착오","si-haeng-cag-o","trial and error","施行錯誤"
"4981","재물","jae-mur","wealth, riches","財物"
"4982","심경","sim-gyeong","mind, feelings","心境"
"4983","무식하다","mu-sig-ha-da","to be ignorant","無識"
"4984","식성","sig-seong","taste, preference","食性"
"4985","푸른색","pu-reun-saeg","blue, green",""
"4986","무시무시하다","mu-si-mu-si-ha-da","to be terrible, horrible",""
"4987","전화위복","jeon-hwa-wi-bog","blessing in disguise","轉禍爲福"
"4988","붉은색","burk-eun-saeg","red",""
"4989","기력","gi-ryeog","energy","氣力"
"4990","반칙","ban-cig","foul, violation","反則"
"4991","시무룩하다","si-mu-rug-ha-da","to be sullen, displeased",""
"4992","구실","gu-sir","duty, obligation;<div>excuse, pretext</div>","口實"
"4993","낭만적","nang-man-jeog","romantic","浪漫的"
"4994","부활하다","bu-hwar-ha-da","to revive, bring back, rise from the dead","復活"
"4995","약탈하다","yag-tar-ha-da","to plunder, loot, pillage","掠奪"
"4996","캐다","kae-da","to dig up",""
"4997","짜릿하다","jja-ris-ha-da","to be thrilling, exhilarating",""
"4998","선하다","seon-ha-da","to be vivid, fresh;<div>to be nice</div>","善"
"4999","도끼","do-ggi","ax",""
"5000","구급차","gu-geub-ca","ambulance","救急車"
"5001","체형","ce-hyeong","body type","體型"
"5002","부쩍","bu-jjeog","greatly, dramatically",""
"5003","개그","gae-geu","jokes, humor",""
"5004","강점","gang-jeom","strengths;<div>occupation</div>","强點,&nbsp;强占"
"5005","손대다","son-dae-da","to touch",""
"5006","도박하다","do-bag-ha-da","to gamble","賭博"
"5007","인적","in-jeog","human","人的"
"5008","속셈","sog-sem","secret plan, hidden intention",""
"5009","개입하다","gae-ib-ha-da","to intervene, interfere","介入"
"5010","동굴","dong-gur","cave","洞窟"
"5011","명당","myeong-dang","ideal spot","明堂"
"5012","허무","heo-mu","futility, emptiness","虛無"
"5013","함성","ham-seong","shout, yell (by many people)","喊聲"
"5014","살금살금","sar-geum-sar-geum","stealthily, quietly",""
"5015","짬","jjam","free time",""
"5016","알약","ar-yag","pill","-藥"
"5017","뒷줄","dwis-jur","back row",""
"5018","도둑질하다","do-dug-jir-ha-da","to steal, rob",""
"5019","가정부","ga-jeong-bu","housekeeper","家政婦"
"5020","동해","dong-hae","the East Sea","東海"
"5021","관리비","gwan-ri-bi","management expenses, maintenance cost","管理費"
"5022","노임","no-im","wages, pay","勞賃"
"5023","자책하다","ja-caeg-ha-da","to blame oneself, reproach oneself","自責"
"5024","놀이기구","nor-i-gi-gu","amusement park rides","--機構"
"5025","싱가포르","sing-ga-po-reu","Singapore",""
"5026","녹음실","nog-eum-sir","recording studio","錄音室"
"5027","물냉면","mur-naeng-myeon","cold noodles served in water","-冷麵"
"5028","이모부","i-mo-bu","mother's sister's husband","姨母夫"
"5029","제국","je-gug","empire","帝國"
"5030","바람둥이","ba-ram-dung-i","womanizer, playboy",""
"5031","환대","hwan-dae","hospitality, [warm] welcome","歡待"
"5032","산보하다","san-bo-ha-da","to walk, stroll","散步"
"5033","취침","cwi-cim","going to bed, retiring","就寢"
"5034","노래자랑","no-rae-ja-rang","singing contest",""
"5035","양다리","yang-da-ri","double-deal, both ways (also used in the context of cheating)","兩-"
"5036","쪽팔리다","jjog-par-ri-da","to be embarrassing",""
"5037","홀랑","hor-rang","completely",""
"5038","각설하다","gag-seor-ha-da","to change the subject","却說"
"5039","직행","jig-haeng","going straight, going direct","直行"
"5040","만년필","man-nyeon-pir","fountain pen","萬年筆"
"5041","순번","sun-beon","turn, go","順番"
"5042","살살","sar-sar","gently, softly",""
"5043","울적하다","ur-jeog-ha-da","to be depressed, gloomy, cheerless","鬱寂"
"5044","심리학","sim-ri-hag","psychology","心理學"
"5045","탕수육","tang-su-yug","sweet and sour pork","糖水肉"
"5046","걸어다니다","geor-eo-da-ni-da","to walk, walk around",""
"5047","가물가물하다","ga-mur-ga-mur-ha-da","to be blurry, blurred",""
"5048","편도","pyeon-do","one-way trip","片道"
"5049","멍청이","meong-ceong-i","stupid person",""
"5050","본업","bon-eob","main occupation","本業"
"5051","치사하다","ci-sa-ha-da","<div>to be shameful, disgraceful, cheating, mean;</div><div>to thank someone, express gratitude</div>","恥事,&nbsp;致詞/致辭"
"5052","제복","je-bog","uniform","制服"
"5053","남해","nam-hae","the South Sea","南海"
"5054","정차하다","jeong-ca-ha-da","to stop, make a stop (about vehicles)","停車"
"5055","서방","seo-bang","husband, son-in-law;<div>the West</div>","書房,&nbsp;西方"
"5056","예고편","ye-go-pyeon","preview, trailer","豫告篇"
"5057","사내아이","sa-nae-a-i","boy",""
"5058","절박하다","jeor-bag-ha-da","to be urgent, desperate","切迫"
"5059","레슨","re-seun","lesson",""
"5060","야망","ya-mang","ambition, aspiration","野望"
"5061","웨딩드레스","we-ding-deu-re-seu","wedding dress",""
"5062","정략","jeong-ryag","political scheme, move","政略"
"5063","실망시키다","sir-mang-si-ki-da","to disappoint","失望"
"5064","기죽다","gi-jug-da","to be discouraged",""
"5065","외계인","oe-gye-in","alien","外界人"
"5066","미끄럼","mi-ggeu-reom","slide, sliding",""
"5067","하마","ha-ma","hippo","河馬"
"5068","주민등록증","ju-min-deung-rog-jeung","ID card","住民登錄證"
"5069","리모콘","ri-mo-kon","remote control",""
"5070","달라고 하다","dar-ra-go ha-da","to request (ask) to give",""
"5071","사립학교","sa-rib-hag-gyo","private school","私立學校"
"5072","반년","ban-nyeon","half a year","半年"
"5073","정각","jeong-gag","the exact time (not sooner or later)","正刻"
"5074","폭풍우","pog-pung-u","rainstorm","暴風雨"
"5075","급행열차","geub-haeng-yeor-ca","express train","急行列車"
"5076","턱수염","teog-su-yeom","beard","-鬚髥"
"5077","홍콩","hong-kong","Hong Kong",""
"5078","책꽂이","caeg-ggoj-i","bookshelf","冊-"
"5079","에펠탑","e-per-tab","Eiffel Tower","Eiffel塔"
"5080","비꼬다","bi-ggo-da","to be sarcastic",""
"5081","엄연하다","eom-yeon-ha-da","to be undeniable, clear","儼然"
"5082","관악산","gwan-ag-san","Mt. Gwanak","冠岳山"
"5083","광화문","gwang-hwa-mun","Gwang Hwa Gate","光化門"
"5084","전하","jeon-ha","Your Highness","殿下"
"5085","게시물","ge-si-mur","post (on the internet etc.)","揭示物"
"5086","코멘트","ko-men-teu","comment",""
"5087","부침개","bu-cim-gae","vegetable pancake",""
"5088","생물학","saeng-mur-hag","biology","生物學"
"5089","헤어스타일","he-eo-seu-ta-ir","hairstyle",""
"5090","기내식","gi-nae-sig","in-flight meal","機內食"
"5091","노름하다","no-reum-ha-da","to gamble",""
"5092","사다리","sa-da-ri","ladder",""
"5093","반사하다","ban-sa-ha-da","to reflect","反射"
"5094","수갑","su-gab","handcuffs","手匣"
"5095","흉기","hyung-gi","deadly weapon","凶器"
"5096","대기실","dae-gi-sir","waiting room","待機室"
"5097","목수","mog-su","carpenter","木手"
"5098","타이밍","ta-i-ming","timing",""
"5099","선택권","seon-taeg-gweon","option, choice","選擇權"
"5100","진가","jin-ga","true value, real worth","眞價"
"5101","대만","dae-man","Taiwan","臺灣"
"5102","영구히","yeong-gu-hi","eternally, permanently","永久"
"5103","가구점","ga-gu-jeom","furniture store","家具店"
"5104","수다떨다","su-da-ddeor-da","to chitchat",""
"5105","이천","i-ceon","Icheon","利川"
"5106","결백하다","gyeor-baeg-ha-da","to be innocent","潔白"
"5107","마술","ma-sur","magic","魔術"
"5108","여배우","yeo-bae-u","actress","女俳優"
"5109","가만두다","ga-man-du-da","to tolerate, leave as is",""
"5110","돌잔치","dor-jan-ci","celebration of a baby's first birthday",""
"5111","반팔","ban-par","short-sleeve shirts","半-"
"5112","엑스레이","eg-seu-re-i","X-ray",""
"5113","귀고리","gwi-go-ri","earring",""
"5114","우체부","u-ce-bu","mailman","郵遞夫"
"5115","명물","myeong-mur","specialty","名物"
"5116","앞줄","ap-jur","front row",""
"5117","사치품","sa-ci-pum","luxury goods","奢侈品"
"5118","레이더","re-i-deo","radar",""
"5119","쿨","kur","cool",""
"5120","전해주다","jeon-hae-ju-da","to deliver, convey, report","傳"
"5121","횡재","hoeng-jae","windfall","橫財"
"5122","눅눅하다","nug-nug-ha-da","to be damp, humid",""
"5123","관리자","gwan-ri-ja","manager, administrator","管理者"
"5124","흥정하다","heung-jeong-ha-da","to bargain, haggle over terms",""
"5125","신청곡","sin-ceong-gog","song request","申請曲"
"5126","애절하다","ae-jeor-ha-da","to be sad, touching, pathetic","哀切"
"5127","카세트","ka-se-teu","cassette",""
"5128","고정시키다","go-jeong-si-ki-da","to fix, fasten, immobilize","固定"
"5129","유용하다","yu-yong-ha-da","to be useful, helpful","有用"
"5130","별장","byeor-jang","vacation home, cottage","別莊"
"5131","불결하다","bur-gyeor-ha-da","to be dirty, unsanitary, filthy","不潔"
"5132","따끈따끈하다","dda-ggeun-dda-ggeun-ha-da","to be hot, warm",""
"5133","수정과","su-jeong-gwa","dried persimmon punch","水正果"
"5134","맞선","maj-seon","marriage meeting, blind date",""
"5135","사진관","sa-jin-gwan","photo studio","寫眞館"
"5136","맏아들","mad-a-deur","the eldest son",""
"5137","동갑","dong-gab","the same age","同甲"
"5138","신간","sin-gan","new book","新刊"
"5139","자랑거리","ja-rang-geo-ri","something one is proud of",""
"5140","부수","bu-su","number of copies;<div>radical</div>","部數,&nbsp;部首"
"5141","봉사활동","bong-sa-hwar-dong","community service activities","奉仕活動"
"5142","공상과학","gong-sang-gwa-hag","science fiction","空想科學"
"5143","칠순","cir-sun","the age of seventy","七旬"
"5144","차표","ca-pyo","ticket for train/bus","車票"
"5145","어귀","eo-gwi","entrance",""
"5146","장녀","jang-nyeo","eldest daughter","長女"
"5147","주급","ju-geub","weekly pay [salary]","週給"
"5148","등신","deung-sin","fool, idiot","等神"
"5149","육감","yug-gam","sixth sense, gut feeling","六感"
"5150","뒷담화","dwis-dam-hwa","talking behind someone's back","-談話"
"5151","청구서","ceong-gu-seo","bill, invoice","請求書"
"5152","큰형","keun-hyeong","boy's eldest brother","-兄"
"5153","문맥","mun-maeg","context","文脈"
"5154","팔찌","par-jji","bracelet",""
"5155","여의도","yeo-eui-do","Yeouido","汝矣島"
"5156","앵무새","aeng-mu-sae","parrot","鸚鵡-"
"5157","생강","saeng-gang","ginger","生薑"
"5158","째려보다","jjae-ryeo-bo-da","to look unkindly at",""
"5159","은행원","eun-haeng-weon","teller, bank clerk","銀行員"
"5160","독서실","dog-seo-sir","reading room","讀書室"
"5161","식모","sig-mo","maid, domestic help","食母"
"5162","유로화","yu-ro-hwa","euro","Euro貨"
"5163","들러리","deur-reo-ri","best man, bridesmaid",""
"5164","간접화법","gan-jeob-hwa-beob","indirect speech","間接話法"
"5165","쌈밥","ssam-bab","rice wrapped in greens",""
"5166","말끔","mar-ggeum","all, completely, thoroughly",""
"5167","입찰","ib-car","bid, tender","入札"
"5168","손주","son-ju","grandchildren","孫-"
"5169","펴놓다","pyeo-noh-da","to spread, lay out, keep open",""
"5170","유치원생","yu-ci-weon-saeng","kindergartener","幼稚園生"
"5171","압구정","ab-gu-jeong","Apgujeong","狎鷗亭"
"5172","독학","dog-hag","self-study","獨學"
"5173","용납하다","yong-nab-ha-da","to allow, permit, tolerate","容納"
"5174","색칠하다","saeg-cir-ha-da","to color, paint","色漆"
"5175","위엄","wi-eom","dignity","威嚴"
"5176","교환학생","gyo-hwan-hag-saeng","exchange student","交換學生"
"5177","집주인","jib-ju-in","landlord, house owner","-主人"
"5178","기본형","gi-bon-hyeong","basic form","基本形"
"5179","뺨맞다","bbyam-maj-da","to get slapped",""
"5180","중고품","jung-go-pum","used article, secondhand goods","中古品"
"5181","전편","jeon-pyeon","the whole book (movie, series etc.);<div>the original book (movie)</div>","全篇,&nbsp;前篇"
"5182","예비군","ye-bi-gun","reservist, reserve forces","豫備軍"
"5183","유력하다","yu-ryeog-ha-da","to be influential, leading, powerful","有力"
"5184","설화","seor-hwa","tale, story","說話"
"5185","듬직하다","deum-jig-ha-da","to be reliable, dependable",""
"5186","해바라기","hae-ba-ra-gi","sunflower",""
"5187","금품","geum-pum","money and valuables","金品"
"5188","잠실","jam-sir","Jamsil",""
"5189","힘세다","him-se-da","to be strong, powerful",""
"5190","음절","eum-jeor","syllable","音節"
"5191","앞면","ap-myeon","the front","-面"
"5192","북녘","bug-nyeok","north","北-"
"5193","물개","mur-gae","seal",""
"5194","장물","jang-mur","stolen goods","臟物"
"5195","앙큼하다","ang-keum-ha-da","to be sly, cunning",""
"5196","연락선","yeon-rag-seon","ferry","連絡船"
"5197","얼빠지다","eor-bba-ji-da","to be dazed, be dull-headed, lose one's senses",""
"5198","악성","ag-seong","bad, vicious, malignant","惡性"
"5199","실연하다","sir-yeon-ha-da","to be disappointed in love, heartbroken;<br>to demonstrate","失戀,&nbsp;實演"
"5200","영업시간","yeong-eob-si-gan","business hours","營業時間"
"5201","말대꾸하다","mar-dae-ggu-ha-da","to talk back, retort",""
"5202","남방","nam-bang","shirt;<div>south</div>","南方"
"5203","사직서","sa-jig-seo","letter of resignation","辭職書"
"5204","힘내다","him-nae-da","to gather heart, cheer up",""
"5205","원기","weon-gi","energy, vigor","元氣"
"5206","전처","jeon-ceo","one's former wife, ex-wife","前妻"
"5207","지은이","ji-eun-i","writer, author",""
"5208","일과표","ir-gwa-pyo","daily schedule","日課表"
"5209","세종대왕","se-jong-dae-wang","the Great King Sejong","世宗大王"
"5210","장식장","jang-sig-jang","display cupboard, cabinet","裝飾欌"
"5211","새치기하다","sae-ci-gi-ha-da","to jump the queue, cut in line",""
"5212","고자질하다","go-ja-jir-ha-da","to tattle, tell on","告者-"
"5213","삽","sab","shovel",""
"5214","팔씨름하다","par-ssi-reum-ha-da","to arm wrestle",""
"5215","외딴","oe-ddan","isolated, remote",""
"5216","다락","da-rag","attic",""
"5217","김치전","gim-ci-jeon","kimchi pancake","--煎"
"5218","조선시대","jo-seon-si-dae","the Joseon period","朝鮮時代"
"5219","불타다","bur-ta-da","to burn, be in flames",""
"5220","충전기","cung-jeon-gi","charger","充電器"
"5221","눈보라","nun-bo-ra","snowstorm",""
"5222","사기꾼","sa-gi-ggun","con artist, swindler","詐欺-"
"5223","유쾌하다","yu-kwae-ha-da","to be cheerful, pleasant","愉快"
"5224","동점","dong-jeom","tie, same score","同點"
"5225","명심하다","myeong-sim-ha-da","to keep in mind, remember","銘心"
"5226","재계","jae-gye","the financial world, business circles","財界"
"5227","말짱하다","mar-jjang-ha-da","to be impeccable, neat;<div>to be perfectly okay</div>",""
"5228","전경","jeon-gyeong","panorama;<br>the front view","全景,&nbsp;前景"
"5229","김새다","gim-sae-da","to lose intereset, enthusiasm, be disappointed;<div>to spoil one's fun</div>",""
"5230","처자","ceo-ja","one's wife and children;<br>a maiden","妻子,&nbsp;處子"
"5231","다람쥐","da-ram-jwi","squirrel",""
"5232","신입사원","sin-ib-sa-weon","newly hired employee","新入社員"
"5233","바람나다","ba-ram-na-da","to have a secret love affair",""
"5234","벽보","byeog-bo","poster","壁報"
"5235","고사하다","go-sa-ha-da","to reject, decline;<div>to wither (away)</div>","固辭,&nbsp;枯死"
"5236","합창단","hab-cang-dan","choir, chorus","合唱團"
"5237","석양","seog-yang","sunset","夕陽"
"5238","잠수하다","jam-su-ha-da","to dive, go underwater","潛水"
"5239","수거하다","su-geo-ha-da","to collect, pick up","收去"
"5240","아웃","a-us","out",""
"5241","클래스","keur-rae-seu","class",""
"5242","골탕먹다","gor-tang-meog-da","to suffer a big loss, be cheated","-湯"
"5243","장난치다","jang-nan-ci-da","to joke, kid, frisk, get funny (with)",""
"5244","한없다","han-eobs-da","to be unlimited, endless","限"
"5245","음주운전","eum-ju-un-jeon","drunk driving","飮酒運轉"
"5246","안정성","an-jeong-seong","stability","安定性"
"5247","기자회견","gi-ja-hoe-gyeon","press conference","記者會見"
"5248","자켓","ja-kes","jacket",""
"5249","문패","mun-pae","doorplate","門牌"
"5250","무지","mu-ji","ignorance, stupidity;<div>very, extremely</div>","無知,&nbsp;無智"
"5251","군소리","gun-so-ri","unnecessary remark",""
"5252","밋밋하다","mis-mis-ha-da","to be flat, plain, dull",""
"5253","주의사항","ju-eui-sa-hang","matters that require (special) attention","注意事項"
"5254","엿듣다","yeos-deud-da","to eavesdrop, overhear",""
"5255","질색하다","jir-saeg-ha-da","to detest, loathe","窒塞"
"5256","건배","geon-bae","toast, cheers","乾杯"
"5257","데뷔하다","de-bwi-ha-da","to make one's debut",""
"5258","출렁거리다","cur-reong-geo-ri-da","to slop, splash, roll",""
"5259","겁쟁이","geob-jaeng-i","coward","怯-"
"5260","스킨십","seu-kin-sib","touch (skin to skin, with affection)",""
"5261","크레파스","keu-re-pa-seu","crayon",""
"5262","암소","am-so","cow",""
"5263","오싹하다","o-ssag-ha-da","to shudder, feel a chill",""
"5264","원점","weon-jeom","starting point","原點"
"5265","성형수술","seong-hyeong-su-sur","plastic surgery","成形手術"
"5266","근시","geun-si","nearsightedness","近視"
"5267","미끈미끈하다","mi-ggeun-mi-ggeun-ha-da","to be all slippery, very smooth",""
"5268","주정하다","ju-jeong-ha-da","to act in a drunken and disorderly way","酒酊"
"5269","앞일","ap-ir","future",""
"5270","콘센트","kon-sen-teu","socket, electrical outlet",""
"5271","랭킹","raeng-king","ranking",""
"5272","동침","dong-cim","sleeping together, sharing a bed","同寢"
"5273","싱크대","sing-keu-dae","sink","sink臺"
"5274","명동","myeong-dong","Myeong Dong","鳴動"
"5275","숙어","sug-eo","idiom","熟語"
"5276","장화","jang-hwa","boots","長靴"
"5277","마룻바닥","ma-rus-ba-dag","the floor",""
"5278","고동색","go-dong-saeg","reddish brown","古銅色"
"5279","여신","yeo-sin","goddess","女神"
"5280","멋쟁이","meos-jaeng-i","dandy, sharp dresser",""
"5281","천벌","ceon-beor","divine punishment","天罰"
"5282","착수하다","cag-su-ha-da","to start, launch","着手"
"5283","극찬","geug-can","high praise, compliment","極讚"
"5284","파혼하다","pa-hon-ha-da","to break off one's engagement","破婚"
"5285","온기","on-gi","warmth","溫氣"
"5286","시제","si-je","tense (grammatical)","時制"
"5287","액션","aeg-syeon","action",""
"5288","욕조","yog-jo","bathtub","浴槽"
"5289","계산서","gye-san-seo","check, bill","計算書"
"5290","종영","jong-yeong","end (of a show or movie)","終映"
"5291","피신하다","pi-sin-ha-da","to escape, flee, take shelter","避身"
"5292","금실","geum-sir","marital chemistry (harmony)","琴瑟"
"5293","어림","eo-rim","rough estimate",""
"5294","죄목","joe-mog","charge, name of a crime","罪目"
"5295","경청하다","gyeong-ceong-ha-da","to listen attentively","傾聽"
"5296","계획표","gye-hoeg-pyo","written schedule, plans","計劃表"
"5297","등불","deung-bur","lamp, lamplight","燈-"
"5298","견적","gyeon-jeog","estimate (for)","見積"
"5299","미화하다","mi-hwa-ha-da","to glorify, glamorize, romanticize","美化"
"5300","화랑","hwa-rang","art gallery","畵廊"
"5301","겸비하다","gyeom-bi-ha-da","to have both, combine","兼備"
"5302","노약자석","no-yag-ja-seog","handicapped seating","老弱者席"
"5303","껄끄럽다","ggeor-ggeu-reob-da","to be uncomfortable, uneasy, strained",""
"5304","경쟁사","gyeong-jaeng-sa","competitor, rival company","競爭社"
"5305","웅변","ung-byeon","eloquence, oratory","雄辯"
"5306","어림없다","eo-rim-eobs-da","to be far from, be beyond",""
"5307","납기일","nab-gi-ir","pay day, date for payment","納期日"
"5308","울보","ur-bo","crybaby",""
"5309","스페인","seu-pe-in","Spain",""
"5310","쟁반","jaeng-ban","tray","錚盤"
"5311","옛일","yes-ir","things of the past",""
"5312","일기예보","ir-gi-ye-bo","weather forecast","日氣豫報"
"5313","꼬시다","ggo-si-da","to chase (women), pick up (girls), hit on",""
"5314","가위바위보","ga-wi-ba-wi-bo","rock-paper-scissors","-褓"
"5315","딸꾹질하다","ddar-ggug-jir-ha-da","to have hiccups",""
"5316","유부남","yu-bu-nam","married man","有婦男"
"5317","악명","ag-myeong","evil reputation, notoriety","惡名"
"5318","원한","weon-han","grudge","怨恨"
"5319","적중하다","jeog-jung-ha-da","to hit the mark (target), come true","的中"
"5320","재방송","jae-bang-song","rerun, repeat","再放送"
"5321","멀뚱멀뚱","meor-ddung-meor-ddung","blankly, vacantly",""
"5322","소매치기","so-mae-ci-gi","pickpocket",""
"5323","배신자","bae-sin-ja","betrayer, traitor","背信者"
"5324","육개장","yug-gae-jang","spicy beef soup","肉-醬"
"5325","수레","su-re","wagon, cart",""
"5326","밀치다","mir-ci-da","to push, shove",""
"5327","핫도그","has-do-geu","hotdog",""
"5328","체결하다","ce-gyeor-ha-da","to conclude (a contract), to sign","締結"
"5329","분리수거하다","bun-ri-su-geo-ha-da","to separate (trash)","分離收去"
"5330","믿음직하다","mid-eum-jig-ha-da","to be reliable, dependable",""
"5331","빈방","bin-bang","vacant room","-房"
"5332","완강하다","wan-gang-ha-da","to be stubborn, insistent","頑强"
"5333","멕시코","meg-si-ko","Mexico",""
"5334","처남","ceo-nam","brother of one's wife","妻男"
"5335","종반","jong-ban","the last phase (stage)","終盤"
"5336","아침저녁","a-cim-jeo-nyeog","mornings and evenings",""
"5337","추리소설","cu-ri-so-seor","mystery novel","推理小說"
"5338","면세점","myeon-se-jeom","duty-free shop","免稅店"
"5339","아랍","a-rab","Arab",""
"5340","로션","ro-syeon","lotion",""
"5341","빚지다","bij-ji-da","to get into debt",""
"5342","면전","myeon-jeon","to one's face","面前"
"5343","브라질","beu-ra-jir","Brazil",""
"5344","소년원","so-nyeon-weon","youth detention center","少年院"
"5345","베이징","be-i-jing","Beijing",""
"5346","조조","jo-jo","early morning","早朝"
"5347","십대","sib-dae","teenage, teenager","十代"
"5348","도로변","do-ro-byeon","roadside","道路邊"
"5349","생시","saeng-si","being awake","生時"
"5350","비축하다","bi-cug-ha-da","to reserve, stock up (on)","備蓄"
"5351","연보라","yeon-bo-ra","light purple","軟-"
"5352","새침하다","sae-cim-ha-da","to be coy, prim",""
"5353","민속촌","min-sog-con","Folk village","民俗村"
"5354","물비누","mur-bi-nu","liquid soap",""
"5355","출소하다","cur-so-ha-da","to be released from prison","出所"
"5356","괴짜","goe-jja","odd (eccentric) person","怪-"
"5357","방대하다","bang-dae-ha-da","to be huge, vast, massive","厖大·尨大"
"5358","사직하다","sa-jig-ha-da","to resign, step down","辭職"
"5359","필독","pir-dog","required reading","必讀"
